C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,ORG_ID
지수종류별,1.108372,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201411,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.099389,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201412,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.071753,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201501,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.051733,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201502,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.012747,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201503,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,0.981295,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201504,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.209454,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201505,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.256877,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201506,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.29945,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201507,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.359571,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201508,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.317478,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201509,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.294754,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201510,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.30815,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201511,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.318287,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201512,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.380934,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201601,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.361527,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201602,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.285393,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201603,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.296259,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201604,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.468125,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201605,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.43389,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201606,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.391694,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201607,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.379679,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201608,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.377067,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201609,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.322114,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201610,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.295601,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201611,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.241419,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201612,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.201365,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201701,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.196341,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201702,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.157588,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201703,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.133619,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201704,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.302215,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201705,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.26256,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201706,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.272853,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201707,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.280421,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201708,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.222597,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201709,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.152162,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201710,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.184205,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201711,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.19001,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201712,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.162859,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201801,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.165642,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201802,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.150441,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201803,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.109904,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201804,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.38058,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201805,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.453749,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201806,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.476545,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201807,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.443894,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201808,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.454277,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201809,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.692753,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201810,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.661336,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201811,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.748592,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201812,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.571876,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201901,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.58676,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201902,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.629083,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201903,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.549028,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201904,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.191439,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201905,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.068779,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201906,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.1716,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201907,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.220533,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201908,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.086933,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201909,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.052992,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201910,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.068104,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201911,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.933623,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201912,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.976102,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202001,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.082992,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202002,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.343,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202003,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.148986,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202004,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.949491,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202005,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.842684,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202006,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.709375,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202007,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.663957,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202008,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.643595,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202009,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.685479,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202010,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.438589,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202011,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.25919,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202012,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.20661,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202101,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.198064,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202102,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.186074,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202103,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.164329,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202104,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.816545,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202105,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.774801,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202106,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.821935,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202107,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.83289,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202108,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.875732,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202109,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.951872,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202110,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,2.020409,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202111,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.891654,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202112,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.915544,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202201,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.920696,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202202,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.906281,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202203,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.923854,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202204,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.609813,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202205,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.843247,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202206,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.725931,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202207,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.700623,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202208,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.946233,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202209,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.781644,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202210,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.67704,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202211,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.898222,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202212,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.736718,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202301,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.734275,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202302,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.646712,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202303,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.620439,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202304,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.527879,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202305,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.524664,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202306,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.486713,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202307,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.547379,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202308,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.611196,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202309,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.747864,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202310,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.55894,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202311,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.466589,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202312,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.588128,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202401,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.503847,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202402,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.415828,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202403,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.448153,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202404,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.489872,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202405,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.38439,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202406,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.412788,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202407,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.479998,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202408,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.541056,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202409,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.578675,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202410,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.685607,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202411,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.700084,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202412,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.623099,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202501,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.602593,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202502,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.631808,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202503,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.609978,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202504,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.708517,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202505,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.515006,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202506,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.38359,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202507,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.414117,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202508,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.283476,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202509,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.012746,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202510,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.080161,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202511,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,0.98739,13102792819A.06,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202512,2026-01-19,Manufacturing,제조업,%,dividend yield,343
지수종류별,1.85,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200401,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,1.87,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200402,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,1.7,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200403,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.11,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200404,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.28,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200405,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.32,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200406,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.5,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200407,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.32,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200408,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.22,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200409,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.22,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200410,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.12,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200411,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.08,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200412,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,1.99,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200501,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,1.84,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200502,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,1.92,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200503,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.84,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200504,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.67,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200505,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.59,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200506,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.33,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200507,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
지수종류별,2.39,13102792819A.0701,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200508,2026-01-19,KOSPI LargeCap,대형주,%,dividend yield,343
