C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,ORG_ID
지수종류별,1.71,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200610,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.64,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200611,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.63,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200612,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.72,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200701,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.65,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200702,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.61,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200703,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.8,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200704,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.65,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200705,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.62,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200706,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.45,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200707,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.5,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200708,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.41,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200709,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.33,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200710,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.43,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200711,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.43,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200712,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.67,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200801,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.59,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200802,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.58,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200803,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.7,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200804,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.69,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200805,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.86,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200806,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.95,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200807,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.14,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200808,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.17,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200809,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.62,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200810,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.73,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200811,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.62,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200812,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.54,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200901,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.8,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200902,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.466952,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200903,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.196619,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200904,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.448904,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200905,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.458675,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200906,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.294354,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200907,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.228033,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200908,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.16448,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200909,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.237368,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200910,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.254035,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200911,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.151741,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200912,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.207358,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201001,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.216775,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201002,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.143299,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201003,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.26116,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201004,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.342913,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201005,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.310433,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201006,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.275488,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201007,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.284857,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201008,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.192119,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201009,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.189533,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201010,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.164168,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201011,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.075451,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201012,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.06372,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201101,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.138117,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201102,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.042762,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201103,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.220278,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201104,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.249655,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201105,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.277648,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201106,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.299703,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201107,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.483292,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201108,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.575129,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201109,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.453091,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201110,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.508442,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201111,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.531422,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201112,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.417577,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201201,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.363238,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201202,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.370606,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201203,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.339189,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201204,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.445857,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201205,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.425162,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201206,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.398797,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201207,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.368345,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201208,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.305896,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201209,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.371117,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201210,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.351061,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201211,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.300939,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201212,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.32814,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201301,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.280789,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201302,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.302454,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201303,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.182545,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201304,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.161438,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201305,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.244355,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201306,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.190283,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201307,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.171876,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201308,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.12725,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201309,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.105955,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201310,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.098093,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201311,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.117365,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201312,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.16373,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201401,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.141729,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201402,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.141038,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201403,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.108823,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201404,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.090048,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201405,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.086609,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201406,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.047174,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201407,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.057679,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201408,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.092537,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201409,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.124907,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201410,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.127238,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201411,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.172765,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201412,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.144557,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201501,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.135784,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201502,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.065579,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201503,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.02452,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201504,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.277419,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201505,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.301215,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201506,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.335837,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201507,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.39174,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201508,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.358819,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201509,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.301573,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201510,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.325727,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201511,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.346522,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201512,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.384212,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201601,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.37219,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201602,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.317633,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201603,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.320734,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201604,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.763162,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201605,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.741583,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201606,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.700502,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201607,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.673494,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201608,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.667741,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201609,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.593042,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201610,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.603333,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201611,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.570384,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201612,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.521958,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201701,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.510846,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201702,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.454628,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201703,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.424407,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201704,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.50971,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201705,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.443314,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201706,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.435678,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201707,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.468097,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201708,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.410366,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201709,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.337132,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201710,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.37358,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201711,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.361493,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201712,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.327008,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201801,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.413837,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201802,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.35042,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201803,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.313389,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201804,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.659167,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201805,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.725889,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201806,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.74306,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201807,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.729356,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201808,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.721083,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201809,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.958162,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201810,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,1.905015,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201811,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
지수종류별,2.007752,13102792819A.02,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201812,2026-01-19,KOSPI 200,KOSPI 200,%,dividend yield,343
